flowers,fruits,leaves,coreid,accessuri,basisofrecord,class_,continent,country,county,dynamicproperties,eventdate,family,fieldnotes,genus,kingdom,locality,occurrenceremarks,order_,phylum,reproductivecondition,scientificname,specificepithet,stateprovince,geopoint,split,buds,old_flowers,old_fruits,name
0,1,1,9b17f36f-0c8b-4bcf-853f-13b21f893f5d,http://cdn.flmnh.ufl.edu/Herbarium/jpg/214/214502a1.jpg,preservedspecimen,magnoliopsida,north america,cuba,,,2004-05-06,dilleniaceae,,davilla,plantae,,"[DNA ann.:] Leaf fragment removed for DNA analysis for project: Determination of the Exact Placement of the Dilleniaceae within the Angiosperm Phylogeny. Douglas E. Soltis and Evgeny Mavrodiev, 9 May 2012.",dilleniales,tracheophyta,fruiting,davilla rugosa,rugosa,pinar del río,,train,,0,1,9b17f36f-0c8b-4bcf-853f-13b21f893f5d.jpg
U,U,1,9dead4a5-6ca7-479d-bed0-bd9a87f97cf1,http://www.nhm.ac.uk/services/media-store/asset/c572fd7d42661bdb42a3ae16b1fccb1e38b4a239/contents/preview,preservedspecimen,magnoliopsida,europe,united kingdom,,"{""collectionkind"": ""Sheet"", ""recordtype"": ""Specimen - single"", ""created"": ""2013-09-04"", ""gbifid"": 1056631889, ""vicecounty"": ""Westmoreland with Furness"", ""centroid"": true, ""subdepartment"": ""Flowering Plants"", ""determinations"": {""name"": [""Primula farinosa L.""]}, ""cultivated"": ""False"", ""labellocality"": ""Under Buck Head; Westmorland""}",,primulaceae,,primula,plantae,,,ericales,tracheophyta,,primula farinosa l.,frondosa,,"{""lat"": 54.393286, ""lon"": -2.758337}",train,,U,U,9dead4a5-6ca7-479d-bed0-bd9a87f97cf1.jpg
0,1,1,26558b0b-c080-455d-96fc-3b12b76b5322,http://cdn.flmnh.ufl.edu/Herbarium/jpg/157/157865a1.jpg,preservedspecimen,liliopsida,north america,united states,hernando,,1976-12-19,smilacaceae,,smilax,plantae,,"[Label heading:] Herbarium of the University of Florida. Gainesville, Florida, U.S.A.",liliales,tracheophyta,fruiting,smilax walteri,walteri,florida,,train,0,0,1,26558b0b-c080-455d-96fc-3b12b76b5322.jpg
U,U,1,01bc90a1-4700-40f6-97c0-c1a5fb385fe6,http://storage.idigbio.org/mor/aquatic/00021/0021292MOR_lg.jpg,preservedspecimen,liliopsida,north america,united states,kendall,,1977-06-02,cyperaceae,,carex,plantae,"three miles south of oswego, five miles east of yorkville, at waukesha park.",County Voucher,poales,tracheophyta,Flower: N Fruit: N Vegetation: Y Bud: N,carex muskingumensis,muskingumensis,illinois,,train,,U,U,01bc90a1-4700-40f6-97c0-c1a5fb385fe6.jpg
1,0,0,1479840a-055f-485d-a6e6-b1aa53968782,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00058/DES00058424_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,yavapai county,,2005-06-08,cactaceae,,opuntia,plantae,"agua fria national monument, black mesa, north edge, east, off the powerline road.","Shurb-form prickly-pear, ca 1 m tall. Flowers with outer tepals yellow with slightly darkened midrib, inner tepasl, light yellow with chartreuse tip; filaments and anthers light yellow; style white-cream-chartreuse, stigma chartreuse. Flower measurements in mm: l=70.6, 69.9; w=55 and 55 respectively. Occasional.",caryophyllales,tracheophyta,flower,opuntia chlorotica,chlorotica,arizona,"{""lat"": 34.231517, ""lon"": -112.10965}",train,U,1,0,1479840a-055f-485d-a6e6-b1aa53968782.jpg
0,1,1,0962f57e-4efc-4f70-bcf9-65eb5013fbf9,http://storage.idigbio.org/mor/aquatic/00034/0034838MOR_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,cook,,1978-07-27,anacardiaceae,,rhus,plantae,"at the southeast edge of elgin, south of the bluff city cemetery.",,sapindales,tracheophyta,Flower: N Fruit: Y Vegetation: Y Bud: N,rhus typhina,typhina,illinois,,train,,0,1,0962f57e-4efc-4f70-bcf9-65eb5013fbf9.jpg
1,1,1,f40a6888-37e1-4d45-907f-dfe396b8adc8,https://cdn.plantatlas.org/img/specimens/USF/102670.jpg,preservedspecimen,magnoliopsida,north america,united states,contra costa co.,"{""habit"":""Shrub; 5-6 ft. tall; leaves needle-like, rigid; woody ovoid fruits with little round warts.""}",1968-10-21,proteaceae,,hakea,plantae,kensington.,CULTIVATED.,proteales,tracheophyta,Flower | Fruit,hakea propinqua,propinqua,california,,train,,1,1,f40a6888-37e1-4d45-907f-dfe396b8adc8.jpg
1,0,1,47960c25-bbd4-4f5f-afe5-c86e5b3acaa8,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00075/DES00075783_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,maricopa,,2014-03-18,linaceae,,linum,plantae,"cave creek. ""boca grande"" wash, between elephant mountain trail and spur cross trail, downstream of white tinajas.","Erect, annual herb, blue flowers. Rare.",malpighiales,tracheophyta,in bloom,linum lewisii,lewisii,arizona,"{""lat"": 33.896617, ""lon"": -111.96665}",train,1,1,0,47960c25-bbd4-4f5f-afe5-c86e5b3acaa8.jpg
0,0,1,7eed2375-9814-4272-ab78-d8b2b23bcc32,http://mediaphoto.mnhn.fr/media/1444167845569WDMmwr18PH7LRxj6,preservedspecimen,magnoliopsida,africa,madagascar,,,2005-7-16,sarcolaenaceae,"Arbuste 3 m, feuille veloutée, ptésence de quelques boutons floraux et fruit de l'année dernière",xerochlamys,plantae,,,huerteales,tracheophyta,,xerochlamys tampoketsensis f.gérard,tampoketsensis,mahajanga,"{""lat"": -17.83194, ""lon"": 47.0275}",train,0,0,0,7eed2375-9814-4272-ab78-d8b2b23bcc32.jpg
0,1,0,b7340d20-a18d-4993-a24b-6bc5528b7e1d,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00062/DES00062288_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,coconino county,,2007-03-27,cactaceae,,opuntia,plantae,"maricopa county: grown in cultivation at desert botanical garden, phoenix, n 33 deg 27' 33'', w 111 deg 56' 35'', 1200 ft., 366 m: accession number 1992 1306 0101; originally received as a plant collected by wendy c. hodgson, s. n., 14 november 1992, from arizona, coconino county, grand canyon national park, along tonto trail just e of cottonwood creek ca 1/3 to 1/2 mile w of hance rapids and where red canyon enters the colorado river, latitude 36.0234 n longitude 112.5537 w, elevation 2800 feet; collector's notes: associated plants-ephedra, gutierrezia, dyssodia, acacia gregii, aloysia, erioneuron.","This is sheet II/II.  Sheet I/II is DES 62287 with flowers.; Low growing plant, pad color blue-gray-green, pads show horizontal wrinkling; spines absent, glochids only; flowers collected various times throughout the day, flower diameter 65-78 mm, length 67-75 mm, outer perianth bright magenta with greenish-yellow midstripe, inner perianth bright magenta, base of flower is slightly tuberculate with a few spines, additional flowers collected in April 2007 and April 2008; stigma lobe number 6-7, color cream; style cream; anthers yellow, filaments bright red, thigmotrophic positive; fruit dry, gray, diameter 16-17 mm, length 16-23 mm, conical depression present; seeds tan, 8 mm.",caryophyllales,tracheophyta,flowers & fruit,opuntia basilaris var. longiareolata,basilaris,arizona,"{""lat"": 36.0234, ""lon"": -112.5537}",train,,0,1,b7340d20-a18d-4993-a24b-6bc5528b7e1d.jpg
1,1,1,77e82247-1df6-420b-a82d-3c5ee5d6275a,http://purl.dlib.indiana.edu/iudl/herbarium/full/IND-0101718,preservedspecimen,,north america,united states,madera,,1938-06-30,boraginaceae,,nemophila,plantae,"north fork of willow creek at the falls, bass lake, sierra nevada, ca.","decumbent, lower leaves withered, terminal corollas campanulate.",boraginales,magnoliophyta,,nemophila heterophylla,heterophylla,california,"{""lat"": 37.392789, ""lon"": -119.486878}",train,,1,1,77e82247-1df6-420b-a82d-3c5ee5d6275a.jpg
1,1,1,088f79a9-4383-4e84-934e-bf67d1661836,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00072/DES00072642_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,maricopa county,,2008-06-01,gentianaceae,,zeltnera,plantae,tonto national forest. just beyond northeast corner of spur cross ranch conservation area. small canyon.,"Annual herb, flowers pink. Growing in wash. Occasional.",gentianales,tracheophyta,in bloom,centaurium calycosum,calycosa,arizona,"{""lat"": 33.900694, ""lon"": -111.942972}",train,,1,1,088f79a9-4383-4e84-934e-bf67d1661836.jpg
0,1,1,a7cfd46f-62f7-4730-b57d-4373744b7f98,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00028/DES00028411_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,humboldt county,,1984-06-12,asteraceae,,rigiopappus,plantae,"2.7 road miles sse of jordan meadows on road to smith ranch, on e side of crowley creek canyon",Map included,asterales,tracheophyta,flower & fruit,rigiopappus leptocladus,leptocladus,nevada,"{""lat"": 41.779958, ""lon"": -117.935553}",train,0,0,1,a7cfd46f-62f7-4730-b57d-4373744b7f98.jpg
1,U,1,fb698863-1fa9-4ef9-9887-125155df3382,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00076/DES00076611_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,coconino,,2013-09-01,polygonaceae,,eriogonum,plantae,"vermilion cliffs national monument, south end of paria plateau, south edge that overlooks hancock spring.","Local annual, perianth white.",caryophyllales,tracheophyta,Flowers,eriogonum deflexum,deflexum,arizona,"{""lat"": 36.747399, ""lon"": -111.914646}",train,,1,U,fb698863-1fa9-4ef9-9887-125155df3382.jpg
U,U,1,efac2c20-048e-46ef-9de3-94dcaaed6fa5,https://botanydb.colorado.edu/COLO_V/00426/00426452.jpg,preservedspecimen,,north america,united states,larimer,,1963-08-28,juncaceae,,luzula,plantae,"specimen mountain, rocky mountain national park.","Flora of Specimen Mountain, Rocky Mountain National Park.",poales,magnoliophyta,Frt,luzula spicata,spicata,colorado,"{""lat"": 40.44542, ""lon"": -105.80527}",train,,U,U,efac2c20-048e-46ef-9de3-94dcaaed6fa5.jpg
1,0,1,86d65928-4eab-4ba4-91a4-f893243d7173,http://mam.ansp.org/image/CHRB/Fullsize/0001/CHRB0001216.jpg,preservedspecimen,magnoliopsida,north america,united states,somerset,,1941-04-24,ranunculaceae,,ranunculus,plantae,"among dicentra cuc., miss j. l. wells woods, easton ave. turnpike, west of new brunswick, nj",Rutgers University Herbarium Flora of New Jersey,ranunculales,tracheophyta,"v,fl",ranunculus ficaria,ficaria,new jersey,,train,,1,0,86d65928-4eab-4ba4-91a4-f893243d7173.jpg
1,0,1,2ea80900-13d7-4f1f-84fb-a502950bcab3,https://cdn.plantatlas.org/img/specimens/USF/299501.jpg,preservedspecimen,magnoliopsida,north america,united states,liberty co.,,2018-03-12,lentibulariaceae,,pinguicula,plantae,,,lamiales,tracheophyta,Flower,pinguicula planifolia,planifolia,florida,,train,0,1,0,2ea80900-13d7-4f1f-84fb-a502950bcab3.jpg
0,0,1,d1154bbb-699d-4d8b-94ce-15a49961fb1c,https://bisque.cyverse.org/image_service/image/00-TSwJ8npLiBQ2xffA5ncqqV/resize:4000/format:jpeg,preservedspecimen,,north america,united states,hawkins,,2019-06-25,ulmaceae,,celtis,plantae,holston army ammunition plant;,,rosales,magnoliophyta,,celtis occidentalis,occidentalis,tennessee,,train,,0,0,d1154bbb-699d-4d8b-94ce-15a49961fb1c.jpg
0,0,1,e495ea4f-acb6-4ccb-80af-b3dc2bfd5584,https://bisque.cyverse.org/image_service/00-dcV4SyTeMtvxhuLpzEvphJ,preservedspecimen,magnoliopsida,north america,united states,waldo,,1958-08-03,sapindaceae,,acer,plantae,"little river, ca. 1 mi. above rt. 137, (separate leaf from nw shore pitcher pond, lincolnville)",Swampy stream-bottom.,sapindales,tracheophyta,Veg,acer rubrum,rubrum,maine,"{""lat"": 44.42782, ""lon"": -69.03303}",train,,0,0,e495ea4f-acb6-4ccb-80af-b3dc2bfd5584.jpg
0,1,1,891a93ca-1e8b-4529-8199-b3f719056493,https://web.corral.tacc.utexas.edu/torch/TAC/TAC0000000/TAC00286.jpg,preservedspecimen,magnoliopsida,north america,united states,erath,,1921-03-29,rosaceae,,crataegus,plantae,stephenville,[Examined for Flora of Erath County--A.D.N.],rosales,tracheophyta,Flowering,crataegus crus-galli,calpodendron,texas,,train,,0,1,891a93ca-1e8b-4529-8199-b3f719056493.jpg
1,1,1,5d7380a7-f8a7-4c1b-bdf8-156048db7713,http://data.huh.harvard.edu/ea97aad5-338c-40a8-96ee-53c0c25a9d26/image,preservedspecimen,magnoliopsida,north america,united states,jim hogg county,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 7, ""huh_project_name"": ""US and Canada - Mass Digitization""}",1962-06-25,cleomaceae,,polanisia,plantae,"agua nueva, 32 miles south of hebbronville",,brassicales,tracheophyta,NotDetermined,polanisia erosa subsp. breviglandulosa iltis,erosa,texas,,train,,1,1,5d7380a7-f8a7-4c1b-bdf8-156048db7713.jpg
0,0,1,c5ef9726-3016-4e4b-befb-97296c7531fa,https://bisque.cyverse.org/image_service/image/00-HBQmnv4GFTADELd23f9xU8?resize=4000&format=jpeg,preservedspecimen,magnoliopsida,north america,united states,orange,,,juglandaceae,,carya,plantae,,,fagales,tracheophyta,,carya tomentosa,alba,north carolina,,train,0,0,0,c5ef9726-3016-4e4b-befb-97296c7531fa.jpg
0,0,1,b878c441-b11f-4122-b225-88eb24781177,https://bisque.cyverse.org/image_service/image/00-LE9UFzzfm8LGeDHczkNc35/resize:4000/format:jpeg,preservedspecimen,magnoliopsida,,,,,,cleomaceae,,cleome,plantae,,,brassicales,tracheophyta,,cleome,,iraq,,train,,0,0,b878c441-b11f-4122-b225-88eb24781177.jpg
1,1,1,6b9d5ac7-d150-44f6-8f20-5cfa279b5f48,https://cdn.plantatlas.org/img/specimens/USF/101524.jpg,preservedspecimen,magnoliopsida,north america,honduras,,,1972-03-12,orobanchaceae,,escobedia,plantae,"arroyadas del rio wampú; pisijire, ca. 30 km ne de culmí.",,lamiales,tracheophyta,Flower,escobedia laevis,laevis,olancho dept.,"{""lat"": 15.25, ""lon"": -85.4167}",train,,1,1,6b9d5ac7-d150-44f6-8f20-5cfa279b5f48.jpg
1,1,1,f02377df-2d6a-4887-a918-a67f09326181,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00086/DES00086542_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,otero county,,1996-09-11,asteraceae,,cirsium,plantae,"lincoln national forest, sacramento mountains, near bluff springs, along forest service road 164 (upper penasco road).","Sheet II/II.; Frequent tall herbaceous perennial, florets cream-yellow.",asterales,tracheophyta,flower & fruit,cirsium parryi,parryi,new mexico,"{""lat"": 32.831306, ""lon"": -105.737583}",train,,1,1,f02377df-2d6a-4887-a918-a67f09326181.jpg
0,1,1,1b272a56-e947-49eb-8d12-8b5c481a0ef5,https://web.corral.tacc.utexas.edu/torch/TAC/TAC0005000/TAC05311.jpg,preservedspecimen,magnoliopsida,north america,united states,kenedy,,1997-05-05,brassicaceae,,lesquerella,plantae,roadside picnic area; along railroad right-of-way and fence line; 12.1 miles s of sarita on w side of hwy 77,[Examined for Floristic Records of Kenedy County Fall 2012--ADN],brassicales,tracheophyta,flowering,lesquerella argyraea,argyrea,texas,,train,,0,1,1b272a56-e947-49eb-8d12-8b5c481a0ef5.jpg
1,1,1,281d022b-e238-4efa-b208-17017bebeb98,https://web.corral.tacc.utexas.edu/torch/TAC/TAC0002000/TAC02311.jpg,preservedspecimen,magnoliopsida,north america,united states,lubbock,,1961-07-05,lythraceae,,lagerstroemia,plantae,"2400 blk. 14th st. lubbock, texas",Corolla; pink,myrtales,tracheophyta,flowering,lagerstroemia indica,indica,texas,,train,1,1,1,281d022b-e238-4efa-b208-17017bebeb98.jpg
F,0,1,f02b74b9-85b6-4a1d-aa61-a76f2a9304e8,http://cdn.flmnh.ufl.edu/Herbarium/jpg/107/107959a1.jpg,preservedspecimen,magnoliopsida,north america,costa rica,,,1968-04-04,gunneraceae,,gunnera,plantae,,"[Material removal ann.:] Fragment removed for palynological work. Date: Dec 7, 2006. D.M. Jarzen. Florida Museum of Natural History, Gainesville, FL. Palynology Collection.",gunnerales,tracheophyta,flowering,gunnera insignis,insignis,heredia,,train,,0,0,f02b74b9-85b6-4a1d-aa61-a76f2a9304e8.jpg
U,U,1,3548bb5d-8dfc-42cf-a753-551d46fabad3,https://bisque.cyverse.org/image_service/image/00-qhzMJ6GuMHdJUcmQWddXLP?resize=4000&format=jpeg,preservedspecimen,liliopsida,north america,united states,baker county,,1993-09-02,eriocaulaceae,,eriocaulon,plantae,"baker county, ga",,poales,tracheophyta,,eriocaulon decangulare var. decangulare,decangulare,georgia,,train,,U,U,3548bb5d-8dfc-42cf-a753-551d46fabad3.jpg
1,1,1,de0c50eb-d04d-458e-8ed0-40df7fb444ed,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00084/DES00084962_lg.jpg,preservedspecimen,magnoliopsida,north america,united states,gila county,,2005-04-01,berberidaceae,,berberis,plantae,"tonto national forest, along verde river, just south of mouth of east verde river, mazatzal wilderness area.","Frequent woody shrub, petals yellow.",ranunculales,tracheophyta,flowers,berberis haematocarpa,haematocarpa,arizona,"{""lat"": 34.2812, ""lon"": -111.6781}",train,0,1,1,de0c50eb-d04d-458e-8ed0-40df7fb444ed.jpg
1,0,1,a22a4bf3-9ec9-43b6-95fd-efe6bbcd0bdd,http://www.pnwherbaria.org/images/jpeg.php?Image=MONT003613.jpg,preservedspecimen,liliopsida,north america,united states,granite,,1900-06-15,melanthiaceae,,trillium,plantae,garnet.,,liliales,tracheophyta,flowers,trillium ovatum,ovatum,montana,"{""lat"": 46.82528, ""lon"": -113.33806}",train,0,1,0,a22a4bf3-9ec9-43b6-95fd-efe6bbcd0bdd.jpg
1,0,1,f1df73c5-657d-4146-a71e-31847c0c4d78,http://storage.idigbio.org/arch/nansh/ARCH00/ARCH00604_lg.jpg,preservedspecimen,liliopsida,north america,united states,highlands,,1945-05-01,haemodoraceae,,lachnanthes,plantae,archbold biological station; nw tract,"Flowers yellow; roots purplish red; hogs very fond of the roots, which are said to turn their flesh a yellowish color",commelinales,tracheophyta,,lachnanthes caroliniana,caroliniana,florida,,train,,1,0,f1df73c5-657d-4146-a71e-31847c0c4d78.jpg
1,0,1,e8d64059-a4b5-4687-bab5-724c39cfb67d,https://bisque.cyverse.org/image_service/image/00-FaFtcQpwwDb44yUUNNrRMT?resize=4000&format=jpeg,preservedspecimen,liliopsida,north america,united states,wake,,2004-05-05,xanthorrhoeaceae,,haworthia,plantae,horticultural science greenhouse; north carolina state university,,asparagales,tracheophyta,,haworthia emelyae,emelyae,north carolina,,train,,1,0,e8d64059-a4b5-4687-bab5-724c39cfb67d.jpg
0,0,1,129bc35a-61c4-4acc-a201-745afdad84fc,https://swbiodiversity.org/imglib/h_seinet/seinet/DES/DES00077/DES00077014_lg.jpg,preservedspecimen,liliopsida,north america,united states,greenlee,,2004-04-07,liliaceae,,calochortus,plantae,"southwest of clifton, just east of junction of san francisco river and gila river, north side of gila river, just above gillard hot spring.","Occasional herbaceous perennial, flowers white (-lavender).",liliales,tracheophyta,Flowers,calochortus nuttallii,nuttallii,arizona,"{""lat"": 32.978367, ""lon"": -109.351617}",train,0,0,0,129bc35a-61c4-4acc-a201-745afdad84fc.jpg
1,0,1,15fa3212-ed49-4bfc-a856-841348e4f979,https://web.corral.tacc.utexas.edu/torch/TAC/TAC0000000/TAC00228.jpg,preservedspecimen,magnoliopsida,north america,united states,erath,,1921-05-05,menispermaceae,,cocculus,plantae,stephenville,[Examined for Flora of Erath County--A.D.N.],ranunculales,tracheophyta,fruiting,cocculus carolinus,carolinus,texas,,train,,1,0,15fa3212-ed49-4bfc-a856-841348e4f979.jpg
1,0,1,f5f85b58-c494-48a6-8145-d602e60ba31e,https://herbarium.nkn.uidaho.edu/images/jpeg.php?Image=ID039812.jpg,preservedspecimen,magnoliopsida,north america,united states,clearwater,,1946-07-04,ranunculaceae,,clematis,plantae,road to hemlock butte.,Season Passing.,ranunculales,tracheophyta,flowers,clematis columbiana,columbiana,idaho,"{""lat"": 46.473523, ""lon"": -115.62875}",train,,1,0,f5f85b58-c494-48a6-8145-d602e60ba31e.jpg
0,0,1,4f78b2a1-8834-4e75-8786-c299ab9307d2,https://odu-herbarium-project.s3.amazonaws.com/ODU00012398.jpg,preservedspecimen,magnoliopsida,north america,united states,virginia beach city,,2008-05-22,lauraceae,,sassafras,plantae,"first landing state park. north of broad bay, w of us 60 (shore drive). dune woodland ca 50 m n of high tide line of ""the narrows"" of broad bay",sample preserved in silica gel at NY,laurales,tracheophyta,sterile,sassafras albidum,albidum,virginia,"{""lat"": 36.88934, ""lon"": -76.0159}",train,0,0,0,4f78b2a1-8834-4e75-8786-c299ab9307d2.jpg
